level_0,index,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
6729,6729,2022-12-04,N,Bryant,AE,Cincinnati,A,"L, 97-71",87.4,99.9,88.7,80,35.1,14.7,21.4,28.6,109.3,58.9,20.3,29.3,28.8,17.7,-15
6060,6060,2022-12-04,N,George Washington,A10,Radford,A,"L, 86-76",109.8,123.9,69.5,109.4,55.1,15.8,22.2,32.2,123.7,60.3,15.8,39.3,36.2,20,-8
3323,3323,2022-12-04,N,Nebraska,B10,Creighton,A,"W, 63-53",97.2,68.7,71.3,88.3,50,18.2,15.6,11.9,74.3,38.5,21,21.3,7.7,98.2,3
3842,3842,2022-12-04,C,Belmont,MVC,Illinois St.,A,"L, 87-77",107.3,123.3,71.3,108,52.5,12.6,18.2,30.5,122,66.4,26.6,40,30.9,16.8,-2
3216,3216,2022-12-04,N,Vermont,AE,Merrimack,A,"W, 66-43",111.6,77.8,62.9,104.9,48.3,19.1,34.2,20.7,68.3,35.3,15.9,12.8,29.4,98.4,14
5246,5246,2022-12-04,N,Brown,Ivy,Hartford,A,"W, 65-51",88.3,87.6,66.2,98.3,60,22.7,20,24,77.1,41.8,22.7,14.7,32.7,52.3,9
6892,6892,2022-12-04,C,Oregon St.,P12,USC,A,"L, 63-62",111.2,92.3,61.4,101,51.9,24.4,33.3,15.4,102.6,50,9.8,16.7,42,89.5,4
3168,3168,2022-12-04,N,San Francisco,WCC,Utah St.,N,"L, 82-64",93.9,101.2,72.3,88.5,50,24.9,21.4,27.3,113.4,54,11.1,26.7,29,29.8,-11
2292,2292,2022-12-04,C,Iona,MAAC,Canisius,H,"W, 90-60",112.3,90,73.6,122.3,62.7,14.9,24.1,35.6,81.5,38.4,27.2,42.6,15.9,92.7,11
1358,1358,2022-12-04,C,Oregon,P12,UCLA,A,"L, 65-56",112.6,91.1,62.3,89.9,53.1,24.1,20,14.3,104.4,43.8,14.5,44.4,17.2,92,1
9592,9592,2022-12-04,N,Texas A&M Commerce,Slnd,Denver,A,"L, 84-75",105.3,121.1,70.2,106.8,52.9,17.1,32.5,10.3,119.6,55.7,22.8,50,64.2,16.6,-3
616,616,2022-12-04,N,Iowa St.,B12,St. John's,H,"W, 71-60",105.7,78.3,72.6,97.8,47.3,16.5,27.8,50,82.7,38.7,27.6,29.7,47.2,97,12
1303,1303,2022-12-04,C,USC,P12,Oregon St.,H,"W, 63-62",101.6,110.5,61.4,102.6,50,9.8,16.7,42,101,51.9,24.4,33.3,15.4,27.5,-4
5664,5664,2022-12-04,C,Quinnipiac,MAAC,Niagara,H,"L, 64-60",98.3,114.9,58.4,102.8,52.9,18.8,37.9,29.4,109.6,50,18.8,40.6,25.9,14.3,-2
2523,2523,2022-12-05,N,Kent St.,MAC,Gonzaga,A,"L, 73-66",104.1,86.6,68.5,96.4,44.4,10.2,17.1,20.6,106.6,50.9,13.1,28.1,49.1,89.3,-2
260,260,2022-12-05,N,San Diego St.,MWC,Troy,H,"W, 60-55",90.2,87.7,66.2,90.6,45.3,25.7,36.7,24.5,83.1,40.5,25.7,33.3,19,57.9,0
4719,4719,2022-12-05,N,Troy,SB,San Diego St.,A,"L, 60-55",99.5,81,66.2,83.1,40.5,25.7,33.3,19,90.6,45.3,25.7,36.7,24.5,91.5,0
10968,10968,2022-12-05,C,Green Bay,Horz,IUPUI,H,"W, 68-61",88,97.5,68.1,99.9,55.3,25,22.2,42.6,89.6,50,25,20.7,23.1,23.6,6
10552,10552,2022-12-05,N,Albany,AE,Massachusetts,A,"L, 87-73",92.1,116,78.9,92.5,48.4,24.1,31.7,31.7,110.2,55.6,15.2,20.6,41.9,6.6,-13
10941,10941,2022-12-05,C,IUPUI,Horz,Green Bay,A,"L, 68-61",81.6,114.3,68.1,89.6,50,25,20.7,23.1,99.9,55.3,25,22.2,42.6,2,-6
11018,11018,2022-12-05,N,LIU Brooklyn,NEC,UMass Lowell,H,"L, 84-64",87.3,113.9,72.7,88,42.7,22,25.7,40,115.6,61.2,13.8,20,39.7,4.5,-13
3717,3717,2022-12-05,N,UMass Lowell,AE,LIU Brooklyn,A,"W, 84-64",104.7,104.1,72.7,115.6,61.2,13.8,20,39.7,88,42.7,22,25.7,40,51.8,13
6943,6943,2022-12-05,N,North Dakota St.,Sum,Portland,A,"W, 67-62",91,81.5,71.6,93.6,50,18.2,12.5,30.9,86.6,37.7,16.8,30.4,26.2,78,2
3696,3696,2022-12-05,N,Kennesaw St.,ASun,Charleston Southern,A,"W, 76-65",95.9,84.5,74.2,102.5,57.8,20.2,17.6,56.9,87.6,48.2,29.7,33.3,32.7,81.1,10
6687,6687,2022-12-05,N,Massachusetts,A10,Albany,H,"W, 87-73",100.1,97.7,78.9,110.2,55.6,15.2,20.6,41.9,92.5,48.4,24.1,31.7,31.7,56.8,13
226,226,2022-12-05,N,Gonzaga,WCC,Kent St.,H,"W, 73-66",111.4,96.3,68.5,106.6,50.9,13.1,28.1,49.1,96.4,44.4,10.2,17.1,20.6,84.2,2
9164,9164,2022-12-05,N,Charleston Southern,BSth,Kennesaw St.,H,"L, 76-65",87,104.2,74.2,87.6,48.2,29.7,33.3,32.7,102.5,57.8,20.2,17.6,56.9,11.1,-10
4664,4664,2022-12-05,N,Portland,WCC,North Dakota St.,H,"L, 67-62",83.6,95.5,71.6,86.6,37.7,16.8,30.4,26.2,93.6,50,18.2,12.5,30.9,17.7,-2
5331,5331,2022-12-06,N,Boston College,ACC,New Hampshire,H,"L, 74-71",98.5,113.6,62.8,100.5,40.8,14.2,36.2,43.1,104.8,48.4,21.2,41.5,33.9,16.3,-1
1209,1209,2022-12-06,N,Iowa,B10,Duke,N,"L, 74-62",100.7,101.5,67.9,91.3,42.1,10.3,20.9,23.8,109,50,13.3,29.7,22.2,47.9,-8
710,710,2022-12-06,N,Duke,ACC,Iowa,N,"W, 74-62",109.3,78.8,67.9,109,50,13.3,29.7,22.2,91.3,42.1,10.3,20.9,23.8,97.7,8
388,388,2022-12-06,N,Baylor,B12,Tarleton St.,H,"W, 80-57",111.6,87.7,70.3,113.8,52.7,27,54.8,51.8,81.1,44.6,25.6,27.3,63,94.1,6
1689,1689,2022-12-06,N,Oklahoma,B12,UMKC,H,"W, 75-53",103.1,98.8,65,115.3,65.6,21.5,14.3,46.7,81.5,39.6,24.6,35.1,32.1,62,3
6112,6112,2022-12-06,N,Pepperdine,WCC,Nevada,H,"L, 85-77",113.5,106.6,74.3,103.7,49.2,17.5,26.2,23.1,114.5,53.3,13.5,23.5,39.3,67.1,2
26,26,2022-12-06,N,Houston,Amer,North Florida,H,"W, 76-42",111,70.6,60.6,125.5,53.7,13.2,48.6,7.5,69.3,42,33,24.2,22.7,99.5,17
8662,8662,2022-12-06,N,New Hampshire,AE,Boston College,A,"W, 74-71",107.4,101.8,62.8,104.8,48.4,21.2,41.5,33.9,100.5,40.8,14.2,36.2,43.1,65.1,1
9803,9803,2022-12-06,N,Little Rock,OVC,Memphis,A,"L, 87-71",99.9,102.2,77.6,91.6,41.4,21.9,38.1,24.3,112.2,58.7,19.3,34.4,30.2,43.3,-12
3607,3607,2022-12-06,N,James Madison,SB,Virginia,A,"L, 55-50",88.6,83.1,62.5,80,33.6,19.2,30.2,32.7,88,47.8,14.4,9.7,53.3,67.6,-4
8226,8226,2022-12-06,N,Lafayette,Pat,Princeton,A,"L, 69-58",93.9,103.5,63.6,91.2,42.1,11,16.2,21.1,108.5,51,12.6,21.4,38.5,24.7,-7
3655,3655,2022-12-06,N,Princeton,Ivy,Lafayette,H,"W, 69-58",109,102.1,63.6,108.5,51,12.6,21.4,38.5,91.2,42.1,11,16.2,21.1,67.9,7
8135,8135,2022-12-06,N,North Dakota,Sum,Idaho,A,"L, 76-66",94.2,110.1,68,97,51.7,20.6,27,24.1,111.7,54.7,11.8,15.2,45.3,14.2,-1
10008,10008,2022-12-06,N,Central Arkansas,ASun,Arkansas St.,H,"W, 72-67",98.7,110.4,66.8,107.7,50,18,28.1,34.5,100.2,50.8,15,29.7,23,21.6,-4
10270,10270,2022-12-06,N,Presbyterian,BSth,College of Charlesto,H,"L, 67-62",99.2,96.8,65.9,94.1,46.4,19.7,29.4,30.9,101.7,46.1,19.7,38.2,60.8,57,-2
674,674,2022-12-06,N,Kansas St.,B12,Abilene Christian,H,"W, 81-64",110.1,100.7,67.7,119.6,61.3,17.7,34.5,54.7,94.5,51.8,19.2,21.2,21.8,73.5,2
9310,9310,2022-12-06,N,High Point,BSth,Furman,A,"W, 85-82",121.3,101.1,72.1,117.9,69.4,20.8,20,33.3,113.7,52.1,6.9,23.7,17.1,89.1,5
1879,1879,2022-12-06,N,Nevada,MWC,Pepperdine,A,"W, 85-77",110.6,105.9,74.3,114.5,53.3,13.5,23.5,39.3,103.7,49.2,17.5,26.2,23.1,62.2,-2
7098,7098,2022-12-06,N,North Florida,ASun,Houston,A,"L, 76-42",86,106.5,60.6,69.3,42,33,24.2,22.7,125.5,53.7,13.2,48.6,7.5,7.9,-17
8310,8310,2022-12-06,N,Maryland Eastern Sho,MEAC,George Mason,A,"L, 67-54",91.2,102.8,64.6,83.6,40.7,18.6,13.9,22.2,103.8,50.9,17,34.3,41.5,20.2,-4
1551,1551,2022-12-06,N,North Texas,CUSA,UT Arlington,A,"W, 60-57",109.2,106.2,55.5,108.1,42.9,18,51.4,32.1,102.7,46.7,27,48.4,43.5,58.1,2
6141,6141,2022-12-06,N,Abilene Christian,WAC,Kansas St.,A,"L, 81-64",113,105.6,67.7,94.5,51.8,19.2,21.2,21.8,119.6,61.3,17.7,34.5,54.7,68.7,-2
1023,1023,2022-12-06,N,Oklahoma St.,B12,Sam Houston St.,H,"W, 65-51",118.5,88.1,59.4,109.5,56.1,28.6,50,28.6,85.9,40.8,18.5,25.8,34.7,96.8,6
3104,3104,2022-12-06,N,Saint Louis,A10,Iona,A,"L, 84-62",95.1,105.1,72.8,85.1,34.6,23.3,44.9,30.9,115.3,50,13.7,39,16.4,24.1,-8
4180,4180,2022-12-06,N,Syracuse,ACC,Oakland,H,"W, 95-66",109.9,90.1,78.1,121.6,63.9,16.6,31.2,9.7,84.5,41.4,17.9,24.4,35.9,90.8,13
9093,9093,2022-12-06,N,Cal St. Bakersfield,BW,San Jose St.,A,"L, 58-48",91.2,90.6,57.5,83.4,38.6,8.7,22,17.5,100.8,38.5,22.6,51.5,58.3,51.9,0
10974,10974,2022-12-06,N,Green Bay,Horz,Loyola Chicago,A,"L, 70-46",77.8,117.5,59.5,77.4,30.5,16.8,34.1,22,117.7,58.3,18.5,39.3,18.5,0.9,-13
7380,7380,2022-12-06,N,Milwaukee,Horz,Chattanooga,A,"L, 88-76",103.1,125.9,69.4,109.5,56.5,21.6,35.3,11.3,126.8,55.3,11.5,34.2,30.3,9.1,-14
9588,9588,2022-12-06,N,Texas A&M Commerce,Slnd,Wyoming,A,"L, 91-76",108.1,118.8,72.2,105.3,50.9,16.6,23.7,39.7,126.1,56.4,11.1,31.4,78.2,25.3,-6
887,887,2022-12-06,N,Virginia,ACC,James Madison,H,"W, 55-50",91.5,79.4,62.5,88,47.8,14.4,9.7,53.3,80,33.6,19.2,30.2,32.7,83.7,4
2295,2295,2022-12-06,N,Iona,MAAC,Saint Louis,H,"W, 84-62",111.6,84.4,72.8,115.3,50,13.7,39,16.4,85.1,34.6,23.3,44.9,30.9,96.2,8
2623,2623,2022-12-06,N,Yale,Ivy,Butler,A,"L, 71-61",97.4,112,66.4,91.8,46.7,21.1,26.5,8.3,106.9,57,15.1,13.8,40,16.7,-9
2278,2278,2022-12-06,N,College of Charlesto,CAA,Presbyterian,A,"W, 67-62",97.6,104.8,65.9,101.7,46.1,19.7,38.2,60.8,94.1,46.4,19.7,29.4,30.9,30.7,2
4205,4205,2022-12-06,N,Butler,BE,Yale,H,"W, 71-61",114.4,87.4,66.4,106.9,57,15.1,13.8,40,91.8,46.7,21.1,26.5,8.3,95.7,9
9383,9383,2022-12-06,N,Idaho,BSky,North Dakota,H,"W, 76-66",100,103.1,68,111.7,54.7,11.8,15.2,45.3,97,51.7,20.6,27,24.1,41.3,1
5102,5102,2022-12-06,N,Montana,BSky,South Dakota St.,H,"W, 81-56",121.9,85.9,65.7,123.3,64.2,15.2,29.2,37.7,85.3,35.4,18.3,18.2,52.1,98.2,17
8535,8535,2022-12-06,N,Oakland,Horz,Syracuse,A,"L, 95-66",87,112.5,78.1,84.5,41.4,17.9,24.4,35.9,121.6,63.9,16.6,31.2,9.7,4.9,-13
7656,7656,2022-12-06,N,UMBC,AE,Columbia,A,"W, 73-66",101,108.3,67.9,107.5,48.3,17.7,35.3,34.5,97.2,51.6,19.1,23.1,11.5,31.1,1
3385,3385,2022-12-06,N,UNC Greensboro,SC,Arkansas,A,"L, 65-58",93.4,78.2,73.4,79,38.1,12.3,17,16.4,88.5,36.1,16.3,20.5,61.1,88.5,2
914,914,2022-12-06,C,Maryland,B10,Wisconsin,A,"L, 64-59",99,95.9,65.8,89.7,47.3,21.3,22.9,21.8,97.3,50,12.2,9.4,57.4,59,-4
3289,3289,2022-12-06,N,Temple,Amer,Saint Joseph's,H,"W, 70-60",100.2,90,68.3,102.4,50.8,14.6,28.2,31.1,87.8,46.2,21.9,21.2,26.4,77.5,5
10452,10452,2022-12-06,N,Coppin St.,MEAC,North Carolina St.,A,"L, 94-72",100.9,114,75,96,42.4,18.7,37.8,36.4,125.3,61.6,16,34.2,23.2,19.7,-15
7630,7630,2022-12-06,N,Winthrop,BSth,South Carolina St.,H,"W, 81-67",100.2,103.1,71.3,113.6,67.3,26.6,36.4,44.9,94,44.1,15.4,29.5,19.1,41.9,6
7427,7427,2022-12-06,N,Wofford,SC,Coastal Carolina,H,"W, 71-61",88.7,95.6,68.8,103.2,49.2,18.9,32.4,19.4,88.7,42.4,14.5,28.2,9.1,29.9,-3
9031,9031,2022-12-06,N,Bucknell,Pat,La Salle,A,"L, 82-72",99.1,115.4,71.2,101.1,53.4,18.2,25,23.7,115.1,57.6,19.6,33.3,9.1,14.8,-8
4824,4824,2022-12-06,N,Georgia,SEC,Georgia Tech,A,"L, 79-77",117.4,115.3,67.8,113.5,58.6,16.2,33.3,27.6,116.5,51.6,10.3,33.3,30.2,55.3,-1
5079,5079,2022-12-06,N,George Mason,A10,Maryland Eastern Sho,H,"W, 67-54",103,98.9,64.6,103.8,50.9,17,34.3,41.5,83.6,40.7,18.6,13.9,22.2,61.6,4
2489,2489,2022-12-06,C,Wisconsin,B10,Maryland,H,"W, 64-59",104.9,83.3,65.8,97.3,50,12.2,9.4,57.4,89.7,47.3,21.3,22.9,21.8,93.4,4
4148,4148,2022-12-06,N,Air Force,MWC,South Dakota,H,"W, 79-58",111.5,94.1,64.3,122.9,59.8,17.1,25.9,43.1,90.2,39.5,15.6,29.7,26.3,87.6,12
561,561,2022-12-06,N,Arkansas,SEC,UNC Greensboro,H,"W, 65-58",90,84.2,73.4,88.5,36.1,16.3,20.5,61.1,79,38.1,12.3,17,16.4,68.4,-2
3221,3221,2022-12-06,N,Vermont,AE,Dartmouth,A,"W, 68-52",107.7,83.2,63.3,107.4,57.4,15.8,14.8,14.8,82.1,41.8,14.2,14.3,14.5,95.1,12
6452,6452,2022-12-06,N,Northern Iowa,MVC,Toledo,H,"L, 83-75",100.9,105.7,69.7,107.6,56,25.8,35.5,22.4,119.1,60.3,17.2,28.6,22.4,36.8,-6
5502,5502,2022-12-06,N,North Carolina Centr,MEAC,Marquette,A,"L, 90-78",110.5,111.3,73.2,106.6,53.2,21.9,38.2,19,123,71.1,21.9,22.2,28.1,47.7,-16
8018,8018,2022-12-06,N,Dartmouth,Ivy,Vermont,H,"L, 68-52",80.9,104.7,63.3,82.1,41.8,14.2,14.3,14.5,107.4,57.4,15.8,14.8,14.8,4.9,-12
10404,10404,2022-12-06,N,South Carolina St.,MEAC,Winthrop,A,"L, 81-67",88.4,107.3,71.3,94,44.1,15.4,29.5,19.1,113.6,67.3,26.6,36.4,44.9,9.7,-6
1414,1414,2022-12-06,N,Illinois,B10,Texas,N,"W, 85-78",116.5,90.2,71.4,105.8,53.3,21.2,27,51.7,97,47.1,17.4,28.9,27.5,95,-2
3136,3136,2022-12-06,N,San Jose St.,MWC,Cal St. Bakersfield,H,"W, 58-48",94.9,98.2,57.5,100.8,38.5,22.6,51.5,58.3,83.4,38.6,8.7,22,17.5,40.2,0
9428,9428,2022-12-06,N,Jackson St.,SWAC,TCU,A,"L, 78-51",78.7,91.9,75.8,67.3,35.1,38.3,41.5,24.6,102.9,44.8,17.2,34.9,34.3,14.2,-11
8985,8985,2022-12-06,N,Coastal Carolina,SB,Wofford,A,"L, 71-61",86.9,93.8,68.8,88.7,42.4,14.5,28.2,9.1,103.2,49.2,18.9,32.4,19.4,29.4,3
5822,5822,2022-12-06,N,South Dakota St.,Sum,Montana,A,"L, 81-56",83.1,118.7,65.7,85.3,35.4,18.3,18.2,52.1,123.3,64.2,15.2,29.2,37.7,1.6,-17
10871,10871,2022-12-06,N,St. Francis NY,NEC,Hartford,H,"W, 68-50",93.9,97.5,61.8,110,45.5,14.6,37.1,35.7,80.9,46.7,29.1,27.6,28.3,39.5,8
6750,6750,2022-12-06,N,Northern Arizona,BSky,Pacific,A,"W, 73-69",103.3,95.4,69.6,104.9,50,18.7,29.4,36.8,99.1,44,20.1,29,60,71.4,2
2645,2645,2022-12-06,N,Toledo,MAC,Northern Iowa,A,"W, 83-75",119.3,107.1,69.7,119.1,60.3,17.2,28.6,22.4,107.6,56,25.8,35.5,22.4,77.5,6
5062,5062,2022-12-06,N,Pacific,WCC,Northern Arizona,H,"L, 73-69",92.8,103.4,69.6,99.1,44,20.1,29,60,104.9,50,18.7,29.4,36.8,22.3,-2
7117,7117,2022-12-06,N,Loyola Chicago,A10,Green Bay,H,"W, 70-46",104.7,91.3,59.5,117.7,58.3,18.5,39.3,18.5,77.4,30.5,16.8,34.1,22,82.8,13
9184,9184,2022-12-06,N,South Dakota,Sum,Air Force,A,"L, 79-58",93.2,118.9,64.3,90.2,39.5,15.6,29.7,26.3,122.9,59.8,17.1,25.9,43.1,5.8,-12
8810,8810,2022-12-06,N,American,Pat,Mount St. Mary's,A,"W, 69-61",104.6,93.7,67.6,102.1,63.8,29.6,25,31.9,90.2,48,20.7,17.2,34,77.9,7
7960,7960,2022-12-06,N,SIU Edwardsville,OVC,Bradley,H,"L, 56-54",89.5,84.1,64.9,83.2,52.2,24.6,6.9,26.7,86.2,46.2,27.7,32.4,24.5,67.2,2
1586,1586,2022-12-06,N,North Carolina St.,ACC,Coppin St.,H,"W, 94-72",112.9,103.3,75,125.3,61.6,16,34.2,23.2,96,42.4,18.7,37.8,36.4,73.5,15
4622,4622,2022-12-06,N,Fordham,A10,Wagner,H,"W, 72-59",97.1,104.8,68.5,105.1,52,16.1,12,48,86.1,44.7,11.7,14.7,28.1,29.2,-3
786,786,2022-12-06,N,Memphis,Amer,Little Rock,H,"W, 87-71",101.6,94.2,77.6,112.2,58.7,19.3,34.4,30.2,91.6,41.4,21.9,38.1,24.3,70.4,12
319,319,2022-12-06,N,Texas,B12,Illinois,N,"L, 85-78",108.6,97.9,71.4,97,47.1,17.4,28.9,27.5,105.8,53.3,21.2,27,51.7,76.7,2
8850,8850,2022-12-06,N,Arkansas St.,SB,Central Arkansas,A,"L, 72-67",97.5,109.5,66.8,100.2,50.8,15,29.7,23,107.7,50,18,28.1,34.5,20.9,4
4424,4424,2022-12-06,N,Wyoming,MWC,Texas A&M Commerce,H,"W, 91-76",113,113.4,72.2,126.1,56.4,11.1,31.4,78.2,105.3,50.9,16.6,23.7,39.7,49,6
6473,6473,2022-12-06,N,La Salle,A10,Bucknell,H,"W, 82-72",109.8,107.4,71.2,115.1,57.6,19.6,33.3,9.1,101.1,53.4,18.2,25,23.7,56.3,8
2692,2692,2022-12-06,N,Bradley,MVC,SIU Edwardsville,A,"W, 56-54",84.5,88,64.9,86.2,46.2,27.7,32.4,24.5,83.2,52.2,24.6,6.9,26.7,38.4,-2
3006,3006,2022-12-06,N,Furman,SC,High Point,H,"L, 85-82",103.5,127.5,72.1,113.7,52.1,6.9,23.7,17.1,117.9,69.4,20.8,20,33.3,8.4,-5
10996,10996,2022-12-06,N,Hartford,ind,St. Francis NY,A,"L, 68-50",79.7,122.5,61.8,80.9,46.7,29.1,27.6,28.3,110,45.5,14.6,37.1,35.7,0.7,-8
2173,2173,2022-12-06,N,Sam Houston St.,WAC,Oklahoma St.,A,"L, 65-51",100.1,103.4,59.4,85.9,40.8,18.5,25.8,34.7,109.5,56.1,28.6,50,28.6,40.7,-6
9680,9680,2022-12-06,N,Wagner,NEC,Fordham,A,"L, 72-59",97.1,100.2,68.5,86.1,44.7,11.7,14.7,28.1,105.1,52,16.1,12,48,41.1,3
434,434,2022-12-06,N,Marquette,BE,North Carolina Centr,H,"W, 90-78",131.9,107.1,73.2,123,71.1,21.9,22.2,28.1,106.6,53.2,21.9,38.2,19,91.6,16
9914,9914,2022-12-06,N,UMKC,Sum,Oklahoma,A,"L, 75-53",97.1,101.5,65,81.5,39.6,24.6,35.1,32.1,115.3,65.6,21.5,14.3,46.7,37.4,-3
7191,7191,2022-12-06,N,UT Arlington,WAC,North Texas,H,"L, 60-57",111.2,105,55.5,102.7,46.7,27,48.4,43.5,108.1,42.9,18,51.4,32.1,65.8,-2
4006,4006,2022-12-06,N,Tarleton St.,WAC,Baylor,A,"L, 80-57",90.6,91.3,70.3,81.1,44.6,25.6,27.3,63,113.8,52.7,27,54.8,51.8,47.8,-6
5410,5410,2022-12-06,N,Chattanooga,SC,Milwaukee,H,"W, 88-76",126.2,108.8,69.4,126.8,55.3,11.5,34.2,30.3,109.5,56.5,21.6,35.3,11.3,84.6,14
4791,4791,2022-12-06,N,Georgia Tech,ACC,Georgia,H,"W, 79-77",116.4,116.1,67.8,116.5,51.6,10.3,33.3,30.2,113.5,58.6,16.2,33.3,27.6,50.6,1
822,822,2022-12-06,N,TCU,B12,Jackson St.,H,"W, 78-51",93.8,75.6,75.8,102.9,44.8,17.2,34.9,34.3,67.3,35.1,38.3,41.5,24.6,92.3,11
5901,5901,2022-12-06,N,East Carolina,Amer,UNC Wilmington,A,"L, 74-61",102.8,119.1,62.7,97.2,42.4,15.9,41.9,42.4,118,55.8,22.3,44.4,86,15.5,-7
10369,10369,2022-12-06,N,Columbia,Ivy,UMBC,H,"L, 73-66",91.7,107.1,67.9,97.2,51.6,19.1,23.1,11.5,107.5,48.3,17.7,35.3,34.5,14.4,-1
5192,5192,2022-12-06,N,UNC Wilmington,CAA,East Carolina,H,"W, 74-61",116.8,101.9,62.7,118,55.8,22.3,44.4,86,97.2,42.4,15.9,41.9,42.4,82.9,7
5241,5241,2022-12-07,N,Brown,Ivy,Rhode Island,A,"W, 59-58",91.1,96.8,64.9,90.9,42.2,18.5,29.5,29.3,89.4,51,18.5,11.8,19.2,33.1,-5
4767,4767,2022-12-07,N,Cal Baptist,WAC,Weber St.,H,"W, 64-52",109.4,90.8,60.2,106.2,50,23.2,44.4,13.6,86.3,41,19.9,24.2,24,89.5,9
119,119,2022-12-07,N,Tennessee,SEC,Eastern Kentucky,H,"W, 84-49",106.6,74,75,112,44.2,21.3,47.6,68.3,65.3,26.5,21.3,33.3,26.5,98.5,10
7826,7826,2022-12-07,N,Sacramento St.,BSky,Denver,H,"W, 87-85",107.2,118.9,67.6,114.4,55.3,15.8,29.4,22.7,111.7,54.6,18.4,31.4,29.2,23.4,-1
9003,9003,2022-12-07,N,Tulsa,Amer,Detroit,H,"L, 76-72",97.5,104.8,68.5,105.1,51.6,16.1,36.1,18.8,110.9,43.8,14.6,40.9,40,30.2,2
3163,3163,2022-12-07,N,San Francisco,WCC,Merrimack,H,"W, 69-51",104.4,87.7,68.3,101,50,29.3,48.1,51,74.7,40.6,19,9.7,22.6,88.2,10
3968,3968,2022-12-07,N,Fresno St.,MWC,Cal St. Northridge,H,"W, 65-56",96.6,103.9,62.1,104.7,53.3,20.9,25,51.1,90.2,47.1,24.2,29.4,21.2,30.2,1
3919,3919,2022-12-07,N,Towson,CAA,Clemson,A,"L, 80-75",126.2,111.3,65.6,114.3,48.5,10.7,36.6,22.4,121.9,67.3,19.8,25,28.8,81,1
3393,3393,2022-12-07,N,Colgate,Pat,Binghamton,A,"W, 81-62",126.8,99.1,63.4,127.8,63.6,14.2,25,27.3,97.8,54.2,20.5,24,33.3,94.4,16
10634,10634,2022-12-07,N,Eastern Illinois,OVC,Ball St.,H,"L, 76-59",92.1,114.1,63.7,92.6,43.9,18.8,27.3,51,119.2,57.3,20.4,41.4,29.1,7.9,-6
3879,3879,2022-12-07,N,Loyola Marymount,WCC,Grand Canyon,A,"W, 69-65",102.7,88.4,67.2,102.7,58.5,25.3,28.6,18.9,96.8,45.9,20.8,36.6,26.2,84.9,4
2958,2958,2022-12-07,N,UNLV,MWC,Hawaii,N,"W, 77-62",116.5,89.1,70.9,108.6,45,18.3,41,46.7,87.4,40.3,25.4,39.5,29,95.6,11
5355,5355,2022-12-07,N,Ball St.,MAC,Eastern Illinois,A,"W, 76-59",110,105.8,63.7,119.2,57.3,20.4,41.4,29.1,92.6,43.9,18.8,27.3,51,61.1,6
981,981,2022-12-07,C,Michigan St.,B10,Penn St.,A,"W, 67-58",98.2,78.8,67.9,98.7,48.3,13.3,17.1,18.3,85.4,41.8,13.3,12.8,32.7,92.6,-1
6773,6773,2022-12-07,N,Siena,MAAC,Georgetown,A,"L, 75-68",105.4,111.9,65.6,103.7,42.1,15.2,36.4,28.6,114.4,53.3,15.2,37.1,26.2,33.4,-1
1085,1085,2022-12-07,N,Florida Atlantic,CUSA,Florida Gulf Coast,H,"W, 85-53",130.2,93.2,61.2,138.9,64.5,13.1,40.6,14.5,86.6,47.8,26.1,21.9,33.3,97.9,13
10330,10330,2022-12-07,N,Holy Cross,Pat,Quinnipiac,H,"L, 75-71",100.3,112.9,68.6,103.5,47.3,17.5,31.4,47.3,109.3,49.2,11.7,30.6,45.8,20.4,-5
6379,6379,2022-12-07,N,Georgetown,BE,Siena,H,"W, 75-68",111.1,111.6,65.6,114.4,53.3,15.2,37.1,26.2,103.7,42.1,15.2,36.4,28.6,48.7,1
7556,7556,2022-12-07,N,Fort Wayne,Horz,Southeast Missouri S,A,"W, 89-68",106.3,90.8,79.7,111.7,60.5,17.6,12.1,47.4,85.3,43.5,18.8,15.2,25.8,86.1,8
7601,7601,2022-12-07,N,Western Carolina,SC,Davidson,A,"L, 72-64",92.4,95.6,71.5,89.5,48.2,23.8,24.2,34.5,100.7,50.9,21,32.4,41.8,40.2,-3
8869,8869,2022-12-07,N,Illinois St.,MVC,Eastern Michigan,H,"W, 87-81",112,122.3,70,124.3,62.5,17.1,29.2,70.8,115.7,56.2,12.9,19.4,44.6,26.8,2
10611,10611,2022-12-07,N,Hampton,CAA,Loyola MD,H,"W, 66-61",88.3,100.5,66.9,98.7,44.5,26.9,45.7,40,91.2,50.9,25.4,27.3,12.7,18.4,-2
3322,3322,2022-12-07,C,Nebraska,B10,Indiana,A,"L, 81-65",97.4,103.7,71.7,90.6,48.2,18.1,12.5,25,112.9,62.5,20.9,25,13.3,32.8,-12
6836,6836,2022-12-07,N,Rider,MAAC,Stonehill,A,"W, 78-67",106.5,111.7,68.9,113.3,51.6,17.4,33.3,27.4,97.3,54.6,16,11.4,25.9,36.7,-1
4880,4880,2022-12-07,N,Northern Kentucky,Horz,Washington St.,A,"L, 68-47",89,107.5,58,81.1,46.4,22.4,3.7,31,117.3,60,27.6,57.7,20,10.2,-11
